m,TagName,
"2025-01-01 00:00:00","c","320"
"2025-01-01 00:00:00","c#","1126"
"2025-01-01 00:00:00","c++","686"
"2025-01-01 00:00:00","delphi","56"
"2025-01-01 00:00:00","go","133"
"2025-01-01 00:00:00","java","1153"
"2025-01-01 00:00:00","javascript","1410"
"2025-01-01 00:00:00","perl","25"
"2025-01-01 00:00:00","php","508"
"2025-01-01 00:00:00","python","2680"
"2025-01-01 00:00:00","r","521"
"2025-01-01 00:00:00","ruby","50"
"2025-01-01 00:00:00","swift","340"
"2025-02-01 00:00:00","assembly","60"
"2025-02-01 00:00:00","c","275"
"2025-02-01 00:00:00","c#","980"
"2025-02-01 00:00:00","c++","575"
"2025-02-01 00:00:00","delphi","58"
"2025-02-01 00:00:00","go","96"
"2025-02-01 00:00:00","java","917"
"2025-02-01 00:00:00","javascript","1130"
"2025-02-01 00:00:00","perl","15"
"2025-02-01 00:00:00","php","344"
"2025-02-01 00:00:00","python","2164"
"2025-02-01 00:00:00","r","499"
"2025-02-01 00:00:00","ruby","50"
"2025-02-01 00:00:00","swift","303"
"2025-03-01 00:00:00","assembly","60"
"2025-03-01 00:00:00","c","307"
"2025-03-01 00:00:00","c#","914"
"2025-03-01 00:00:00","c++","679"
"2025-03-01 00:00:00","delphi","53"
"2025-03-01 00:00:00","go","97"
"2025-03-01 00:00:00","java","889"
"2025-03-01 00:00:00","javascript","1120"
"2025-03-01 00:00:00","perl","16"
"2025-03-01 00:00:00","php","331"
"2025-03-01 00:00:00","python","2212"
"2025-03-01 00:00:00","r","485"
"2025-03-01 00:00:00","ruby","46"
"2025-03-01 00:00:00","swift","296"
"2025-04-01 00:00:00","assembly","49"
"2025-04-01 00:00:00","c","205"
"2025-04-01 00:00:00","c#","646"
"2025-04-01 00:00:00","c++","515"
"2025-04-01 00:00:00","delphi","37"
"2025-04-01 00:00:00","go","64"
"2025-04-01 00:00:00","java","792"
"2025-04-01 00:00:00","javascript","785"
"2025-04-01 00:00:00","perl","15"
"2025-04-01 00:00:00","php","253"
"2025-04-01 00:00:00","python","1727"
"2025-04-01 00:00:00","r","400"
"2025-04-01 00:00:00","ruby","31"
"2025-04-01 00:00:00","swift","215"
"2025-05-01 00:00:00","assembly","38"
"2025-05-01 00:00:00","c","215"
"2025-05-01 00:00:00","c#","586"
"2025-05-01 00:00:00","c++","490"
"2025-05-01 00:00:00","delphi","35"
"2025-05-01 00:00:00","go","65"
"2025-05-01 00:00:00","java","668"
"2025-05-01 00:00:00","javascript","720"
"2025-05-01 00:00:00","perl","16"
"2025-05-01 00:00:00","php","268"
"2025-05-01 00:00:00","python","1587"
"2025-05-01 00:00:00","r","317"
"2025-05-01 00:00:00","ruby","29"
"2025-05-01 00:00:00","swift","210"
